-3.903093,-7.556765
-2.320689,-6.073002
-1.139258,-9.102246
-1.846968,-7.310012
0.034993,-7.956302
-2.907420,-6.173234
-2.987935,-6.980042
-0.631106,-6.848046
-0.321368,-5.968163
-2.692812,-5.152903
-1.234444,-7.024614
-3.930429,-6.560822
-2.180192,-6.880638
-1.819658,-6.934151
-0.965151,-6.145376
-1.066574,-8.775790
-1.742791,-7.828912
-3.264691,-7.245268
-2.615771,-8.713455
-2.607545,-6.419372
0.165217,-8.043298
-3.152220,-6.417944
-2.111370,-6.481901
-3.114136,-9.624308
0.256790,-8.110553
-1.761324,-5.657030
-2.143044,-5.072717
-2.190606,-6.097052
-1.259503,-8.032902
-2.792191,-6.285343
-3.693301,-7.459241
-0.123199,-6.439917
-2.041967,-5.988141
-0.526532,-7.048809
-3.274700,-6.784818
-0.148465,-8.031958
-1.416031,-7.094720
-1.619586,-6.669285
-3.968275,-6.981393
-1.769844,-6.931364
-1.601047,-7.543859
-1.044205,-4.746812
-2.086102,-6.146357
-1.680537,-5.945572
-2.472149,-8.436621
-2.204541,-8.155948
-2.273801,-7.327760
-3.398561,-8.934054
-0.719269,-6.176185
-1.880530,-8.113952
-1.203034,-5.274181
0.171632,-7.881633
-2.671716,-6.982322
-1.449911,-7.690133
-1.778153,-8.221381
0.403336,-7.837398
-2.672206,-8.621739
-0.077863,-8.295167
-4.154569,-6.379122
-2.489137,-4.554339
-3.155285,-5.457945
-3.294237,-4.794476
-2.867097,-9.258998
-4.871699,-9.013443
-2.028258,-6.908422
-1.185001,-7.141707
-4.223125,-9.296255
-3.027634,-7.408862
-2.934318,-5.296056
-6.668094,-5.331593
-2.926468,-5.364387
-4.178398,-7.213893
-3.848383,-8.510402
-4.653977,-7.191916
-2.436928,-4.254370
-4.165583,-6.133272
-5.504841,-8.935301
-4.430134,-3.096075
-2.142844,-6.177308
-4.869205,-6.485757
-5.117043,-5.751074
-3.493942,-6.538858
-3.175339,-4.885811
-4.782097,-8.038582
-5.048869,-6.012377
-2.939423,-6.557691
-6.120942,-7.055315
-3.035146,-4.882619
-3.800456,-7.506848
-4.836839,-7.098336
-5.858839,-8.201222
-4.267000,-6.835414
-4.218229,-5.693426
-4.580067,-4.148950
-4.579411,-9.277542
-4.191388,-5.331240
-4.941323,-5.602914
-4.180049,-8.137656
-5.149672,-7.016818
-2.474969,-4.587840
-4.725504,-7.369768
-4.487082,-6.355756
-5.732307,-6.504391
-4.527765,-7.966471
-3.094801,-6.778168
-3.641590,-6.473497
-1.813217,-6.418455
-4.675275,-9.304730
-4.351594,-6.583125
-5.119820,-7.128722
-6.108421,-8.250983
-4.585448,-5.192348
-4.788785,-7.677171
-3.570878,-5.712055
-2.189648,-7.936888
-3.607131,-5.851499
-5.267382,-8.770652
-3.566842,-7.283286
-2.299800,-7.710121
-3.485131,-6.271056
-5.391670,-4.982552
-5.635097,-6.421196
-4.134030,-5.865367
-4.324461,-7.787481
-3.250356,-6.203626
-5.800819,-9.137097
-3.775488,-5.524589
-4.726342,-6.490385
-5.108162,-5.886821
-4.305603,-4.749196
-3.903245,-6.259831
-6.477568,-5.886398
-3.739024,-6.855842
-4.606213,-6.814592
-4.379772,-7.688470
-1.962805,-6.951380
-3.146078,-7.603569
-3.583431,-6.336223
-7.037406,-6.042044
-3.476096,-6.691280
-3.104015,-5.827782
-2.630520,-10.765674
-4.308942,-6.487368
-4.669139,-7.909219
-4.130490,-6.299677
-2.155326,-7.997136
-1.861249,-6.990822
-6.073503,-4.430373
-6.380560,-5.260815
-4.599792,-6.381441
-2.461185,-6.822756
-4.167178,-7.743590
-3.407548,-5.129199
-3.397767,-6.067580
-2.880298,-8.351462
-3.924260,-7.065245
-3.535700,-7.348916
-4.515712,-5.974458
-2.833157,-9.493834
-1.958822,-6.661410
-4.368232,-8.762000
-2.082063,-5.034566
-2.588550,-6.029230
-2.472828,-4.968357
-4.687106,-6.416162
-2.852993,-8.727246
